model_num,optimizer,units,activation,kernel_regularizer,fold,epoch,loss,val_loss,time_train,accuracy_score_train,f1_score_train,precision_score_train,recall_score_train,roc_auc_score_train,accuracy_score_test,f1_score_test,precision_score_test,recall_score_test,roc_auc_score_test,time_pred,model_size,model_layers,model_weights,model_parameters_non_zero,model_sparsity
173,Ftrl,128,tanh,l1,4.50000000,10.00000000,0.69322639,0.69355485,0.10046337,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.16080575,503980.00000000,4.00000000,39425.00000000,39415.10000000,0.02500000
174,SGD,128,tanh,l1,4.50000000,10.00000000,21.60008831,21.11172771,0.09378381,0.70366667,0.82498976,0.70321845,0.99777778,0.50759259,0.70300000,0.82435850,0.70335397,0.99571429,0.50785714,0.18323371,183238.00000000,4.00000000,39425.00000000,39425.00000000,0.00000000
175,Adagrad,128,tanh,l2,4.50000000,10.00000000,3.71304512,3.71163158,0.09974341,0.70311111,0.82428094,0.70370001,0.99476191,0.50867725,0.69800000,0.82106151,0.70141608,0.99000000,0.50333333,0.20841866,343595.00000000,4.00000000,39425.00000000,39425.00000000,0.00000000
176,Adadelta,128,tanh,l2,4.50000000,10.00000000,3.92655578,3.92498972,0.09312141,0.54655556,0.62944826,0.71028050,0.60555556,0.50722222,0.55300000,0.64273747,0.70900245,0.62428571,0.50547619,0.16255221,503780.00000000,4.00000000,39425.00000000,39425.00000000,0.00000000
177,Adam,128,tanh,l2,4.50000000,10.00000000,0.62914286,0.64854015,0.09093561,0.77677778,0.85002680,0.80294018,0.90412698,0.69187831,0.74300000,0.82717455,0.78525629,0.87857143,0.65261905,0.18018417,503809.00000000,4.00000000,39425.00000000,39425.00000000,0.00000000
178,Adamax,128,tanh,l2,4.50000000,10.00000000,1.28995898,1.28254155,0.08876834,0.77288889,0.84800841,0.79828807,0.90492064,0.68486772,0.73100000,0.81962903,0.77295039,0.87428571,0.63547619,0.18017039,503795.00000000,4.00000000,39425.00000000,39425.00000000,0.00000000
179,Ftrl,128,tanh,l2,4.50000000,10.00000000,0.68773593,0.68757061,0.09828856,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.19218690,503932.00000000,4.00000000,39425.00000000,39425.00000000,0.00000000
180,SGD,128,tanh,l2,4.50000000,10.00000000,3.44728916,3.44194055,0.08558698,0.72855556,0.83221313,0.73382708,0.96142857,0.57330688,0.71900000,0.82528769,0.73038816,0.95000000,0.56500000,0.18132303,183190.00000000,4.00000000,39425.00000000,39425.00000000,0.00000000
181,Adagrad,64,relu,,4.50000000,10.00000000,0.62210928,0.62300840,0.08570485,0.70011111,0.82344464,0.70034527,0.99904762,0.50082011,0.70000000,0.82332057,0.70040404,0.99857143,0.50095238,0.19019518,120066.00000000,4.00000000,11521.00000000,11520.40000000,0.00600000
182,Adadelta,64,relu,,4.50000000,10.00000000,0.67520168,0.67565091,0.09051263,0.59133334,0.63506526,0.73780689,0.72206349,0.50417989,0.59900000,0.64435371,0.75160892,0.73285714,0.50976191,0.17726831,168635.00000000,4.00000000,11521.00000000,11518.70000000,0.02200000
183,Adam,64,relu,,4.50000000,10.00000000,0.35129933,0.56272534,0.08770604,0.86888889,0.90880935,0.88603666,0.93380952,0.82560847,0.74800000,0.82689832,0.79600501,0.86142857,0.67238095,0.17547255,168664.00000000,4.00000000,11521.00000000,11520.00000000,0.01000000
184,Adamax,64,relu,,4.50000000,10.00000000,0.48150129,0.52139589,0.08972495,0.76866666,0.85057350,0.77713435,0.94015873,0.65433862,0.72000000,0.82075828,0.74373823,0.91714286,0.58857143,0.17681437,168650.00000000,4.00000000,11521.00000000,11520.20000000,0.00800000
185,Ftrl,64,relu,,4.50000000,10.00000000,0.68780791,0.68764935,0.09044888,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.19064143,168787.00000000,4.00000000,11521.00000000,9923.30000000,13.86800000
186,SGD,64,relu,,4.50000000,10.00000000,0.59000556,0.59069102,0.07524641,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17928414,71277.00000000,4.00000000,11521.00000000,11519.90000000,0.01100000
187,Adagrad,64,relu,l1,4.50000000,10.00000000,12.17210102,12.12615681,0.08897791,0.70000000,0.82350633,0.70004449,0.99984127,0.50010582,0.69800000,0.82213714,0.69939394,0.99714286,0.49857143,0.16480494,120405.00000000,4.00000000,11521.00000000,11519.80000000,0.01200000
188,Adadelta,64,relu,l1,4.50000000,10.00000000,13.09210701,13.08350601,0.09217916,0.43255556,0.40278510,0.66429730,0.34111111,0.49351852,0.45300000,0.42431118,0.68225741,0.36571428,0.51119047,0.17407818,168974.00000000,4.00000000,11521.00000000,11519.30000000,0.01600000
189,Adam,64,relu,l1,4.50000000,10.00000000,0.63730265,0.63396409,0.08887377,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.20213344,169003.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
190,Adamax,64,relu,l1,4.50000000,10.00000000,1.03747455,0.96697020,0.10160518,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.19440031,168989.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
191,Ftrl,64,relu,l1,4.50000000,10.00000000,0.68938497,0.68933429,0.10064383,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18253100,169126.00000000,4.00000000,11521.00000000,11471.30000000,0.43100000
192,SGD,64,relu,l1,4.50000000,10.00000000,10.15053425,10.00324945,0.07807360,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17084758,71616.00000000,4.00000000,11521.00000000,11519.80000000,0.01200000
193,Adagrad,64,relu,l2,4.50000000,10.00000000,2.39362743,2.38980644,0.08179302,0.70011111,0.82321412,0.70080277,0.99746032,0.50187831,0.70100000,0.82401671,0.70070707,1.00000000,0.50166667,0.16789565,120357.00000000,4.00000000,11521.00000000,11519.70000000,0.01200000
194,Adadelta,64,relu,l2,4.50000000,10.00000000,2.53713248,2.53813083,0.09069369,0.42622222,0.36206838,0.70677286,0.32079365,0.49650794,0.42000000,0.35178110,0.54621082,0.32142857,0.48571429,0.16973083,168926.00000000,4.00000000,11521.00000000,11519.50000000,0.01400000
195,Adam,64,relu,l2,4.50000000,10.00000000,0.61048026,0.63518605,0.09039874,0.77311111,0.84912311,0.79636926,0.91238095,0.68026455,0.73300000,0.82225837,0.77162449,0.88428571,0.63214286,0.19193535,168955.00000000,4.00000000,11521.00000000,11519.80000000,0.01200000
196,Adamax,64,relu,l2,4.50000000,10.00000000,0.94567952,0.94187091,0.08682647,0.72922222,0.83497701,0.72938447,0.97761905,0.56362434,0.71300000,0.82631299,0.71787285,0.97428572,0.53880952,0.17951694,168941.00000000,4.00000000,11521.00000000,11519.10000000,0.01700000
197,Ftrl,64,relu,l2,4.50000000,10.00000000,0.68780500,0.68764498,0.09707396,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17591517,169078.00000000,4.00000000,11521.00000000,11516.00000000,0.04200000
198,SGD,64,relu,l2,4.50000000,10.00000000,2.23013964,2.21907766,0.08639112,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.20311751,71568.00000000,4.00000000,11521.00000000,11519.40000000,0.01500000
199,Adagrad,64,elu,,4.50000000,10.00000000,0.58341177,0.58121681,0.08111858,0.70188889,0.82367805,0.70283624,0.99476191,0.50664021,0.70200000,0.82367999,0.70309537,0.99428572,0.50714286,0.17547722,120063.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
200,Adadelta,64,elu,,4.50000000,10.00000000,0.69504816,0.69455441,0.09160643,0.55044444,0.61404178,0.71785578,0.60111111,0.51666667,0.54600000,0.60610500,0.71923973,0.59000000,0.51666667,0.17715211,168632.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
201,Adam,64,elu,,4.50000000,10.00000000,0.45067278,0.51087328,0.08944499,0.79366667,0.85822649,0.82747718,0.89238095,0.72785714,0.75800000,0.83348786,0.80293418,0.86857143,0.68428571,0.17003536,168661.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
202,Adamax,64,elu,,4.50000000,10.00000000,0.47134806,0.50353385,0.08459003,0.77188889,0.84584094,0.80285440,0.89428571,0.69029100,0.73800000,0.82348173,0.78150260,0.87142857,0.64904762,0.18310177,168647.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
203,Ftrl,64,elu,,4.50000000,10.00000000,0.68774084,0.68757964,0.08379531,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.19526341,168784.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
204,SGD,64,elu,,4.50000000,10.00000000,0.54335371,0.55508310,0.08158047,0.71711111,0.82753986,0.72225062,0.96936508,0.54894180,0.70300000,0.82007161,0.71213408,0.96714286,0.52690476,0.17920709,71274.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
205,Adagrad,64,elu,l1,4.50000000,10.00000000,12.10616331,12.06180735,0.08637683,0.70155556,0.82361554,0.70245952,0.99539683,0.50566138,0.69900000,0.82201656,0.70138915,0.99285714,0.50309524,0.20604944,120402.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
206,Adadelta,64,elu,l1,4.50000000,10.00000000,13.09176617,13.09222841,0.09206743,0.53588889,0.54966909,0.71414014,0.55111111,0.52574074,0.52900000,0.53822032,0.68709593,0.54142857,0.52071429,0.18265100,168971.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
207,Adam,64,elu,l1,4.50000000,10.00000000,0.64619287,0.63728182,0.10092375,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.20384488,169000.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
208,Adamax,64,elu,l1,4.50000000,10.00000000,1.84614904,1.66756028,0.09062481,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17476041,168986.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
209,Ftrl,64,elu,l1,4.50000000,10.00000000,0.68935799,0.68935348,0.09507463,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.19704247,169123.00000000,4.00000000,11521.00000000,11518.00000000,0.02500000
210,SGD,64,elu,l1,4.50000000,10.00000000,10.07737694,9.93429089,0.08858743,0.70533333,0.82479330,0.70652848,0.99079365,0.51502645,0.70000000,0.82185984,0.70336807,0.98857143,0.50761905,0.19493017,71613.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
211,Adagrad,64,elu,l2,4.50000000,10.00000000,2.35308912,2.35815084,0.08067358,0.70055556,0.82307935,0.70179383,0.99507937,0.50420635,0.69900000,0.82262443,0.70010101,0.99714286,0.50023810,0.17220452,120354.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
212,Adadelta,64,elu,l2,4.50000000,10.00000000,2.50684049,2.50205226,0.09550438,0.56233333,0.63591434,0.68570564,0.65936508,0.49764550,0.58300000,0.66003355,0.71204469,0.68714286,0.51357143,0.19583528,168923.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
213,Adam,64,elu,l2,4.50000000,10.00000000,0.69131321,0.70992485,0.09072237,0.77422222,0.84933959,0.79791655,0.90936508,0.68412698,0.73500000,0.82331768,0.77458784,0.88142857,0.63738095,0.18847718,168952.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
214,Adamax,64,elu,l2,4.50000000,10.00000000,1.18535442,1.18419814,0.09308946,0.75855556,0.84089330,0.78061526,0.91142857,0.65664021,0.72700000,0.81957599,0.76242920,0.88714286,0.62023810,0.20686638,168938.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
215,Ftrl,64,elu,l2,4.50000000,10.00000000,0.68778948,0.68762549,0.09401236,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.19866350,169075.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
216,SGD,64,elu,l2,4.50000000,10.00000000,2.18364599,2.17910154,0.08896847,0.71555556,0.82765948,0.71903007,0.97555556,0.54222222,0.70300000,0.82112165,0.70980093,0.97428572,0.52214286,0.17121859,71565.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
217,Adagrad,64,sigmoid,,4.50000000,10.00000000,0.62107353,0.62004139,0.08305380,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18762019,120075.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
218,Adadelta,64,sigmoid,,4.50000000,10.00000000,0.74885285,0.74820508,0.10426881,0.46733333,0.36443480,0.34386555,0.42412698,0.49613757,0.46200000,0.35707134,0.33416667,0.41857143,0.49095238,0.18969002,168644.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
219,Adam,64,sigmoid,,4.50000000,10.00000000,0.54431911,0.54526507,0.08264823,0.71733333,0.82995993,0.71764005,0.98476191,0.53904762,0.70700000,0.82444705,0.71024662,0.98285714,0.52309524,0.20605927,168673.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
220,Adamax,64,sigmoid,,4.50000000,10.00000000,0.60660251,0.60635434,0.08528726,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17163332,168659.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
221,Ftrl,64,sigmoid,,4.50000000,10.00000000,0.61881195,0.61807083,0.08738348,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17876031,168796.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
222,SGD,64,sigmoid,,4.50000000,10.00000000,0.61134979,0.61087266,0.07683833,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18635378,71286.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
223,Adagrad,64,sigmoid,l1,4.50000000,10.00000000,12.16095505,12.11314774,0.08343875,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17713349,120414.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
224,Adadelta,64,sigmoid,l1,4.50000000,10.00000000,13.05143089,13.04816151,0.09328287,0.58000000,0.57647059,0.49000000,0.70000000,0.50000000,0.58000000,0.57647059,0.49000000,0.70000000,0.50000000,0.17388861,168983.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
225,Adam,64,sigmoid,l1,4.50000000,10.00000000,0.62667207,0.62560101,0.09164388,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17994776,169012.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
226,Adamax,64,sigmoid,l1,4.50000000,10.00000000,0.77946562,0.73591778,0.08937118,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18558187,168998.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
227,Ftrl,64,sigmoid,l1,4.50000000,10.00000000,0.62273337,0.62192046,0.09360731,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17501829,169135.00000000,4.00000000,11521.00000000,11517.90000000,0.02600000
228,SGD,64,sigmoid,l1,4.50000000,10.00000000,10.13542442,9.98301888,0.07807958,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18902867,71625.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
229,Adagrad,64,sigmoid,l2,4.50000000,10.00000000,2.39836297,2.39340312,0.08434708,0.66000000,0.74117647,0.63000000,0.90000000,0.50000000,0.66000000,0.74117647,0.63000000,0.90000000,0.50000000,0.17357602,120366.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
230,Adadelta,64,sigmoid,l2,4.50000000,10.00000000,2.65863349,2.65745649,0.08924258,0.42000000,0.24705882,0.21000000,0.30000000,0.50000000,0.42000000,0.24705882,0.21000000,0.30000000,0.50000000,0.18174536,168935.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
231,Adam,64,sigmoid,l2,4.50000000,10.00000000,0.65106242,0.64142268,0.08519168,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.16792819,168964.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
232,Adamax,64,sigmoid,l2,4.50000000,10.00000000,0.81429464,0.79604142,0.08526185,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17623422,168950.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
233,Ftrl,64,sigmoid,l2,4.50000000,10.00000000,0.61823728,0.61749005,0.09343469,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17316086,169087.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
234,SGD,64,sigmoid,l2,4.50000000,10.00000000,2.25313594,2.24264154,0.08203173,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18856337,71577.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
235,Adagrad,64,softmax,,4.50000000,10.00000000,0.68823905,0.68805494,0.08273857,0.66000000,0.74117647,0.63000000,0.90000000,0.50000000,0.66000000,0.74117647,0.63000000,0.90000000,0.50000000,0.19746225,120075.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
236,Adadelta,64,softmax,,4.50000000,10.00000000,0.69137588,0.69136707,0.09600053,0.62000000,0.65882353,0.56000000,0.80000000,0.50000000,0.62000000,0.65882353,0.56000000,0.80000000,0.50000000,0.16959972,168644.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
237,Adam,64,softmax,,4.50000000,10.00000000,0.62633553,0.62471980,0.09404521,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17469652,168673.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
238,Adamax,64,softmax,,4.50000000,10.00000000,0.64716966,0.64568287,0.08440216,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17014377,168659.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
239,Ftrl,64,softmax,,4.50000000,10.00000000,0.68730104,0.68711306,0.09210393,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18049080,168796.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
240,SGD,64,softmax,,4.50000000,10.00000000,0.63304735,0.63153819,0.08295720,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18145282,71286.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
241,Adagrad,64,softmax,l1,4.50000000,10.00000000,12.18111448,12.13414841,0.09696469,0.66000000,0.74117647,0.63000000,0.90000000,0.50000000,0.66000000,0.74117647,0.63000000,0.90000000,0.50000000,0.19615345,120414.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
242,Adadelta,64,softmax,l1,4.50000000,10.00000000,13.10022249,13.09693966,0.09488535,0.54000000,0.49411765,0.42000000,0.60000000,0.50000000,0.54000000,0.49411765,0.42000000,0.60000000,0.50000000,0.18010054,168983.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
243,Adam,64,softmax,l1,4.50000000,10.00000000,0.64419261,0.64219734,0.09415164,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18566985,169012.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
244,Adamax,64,softmax,l1,4.50000000,10.00000000,0.66552261,0.66358102,0.08656092,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18629239,168998.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
245,Ftrl,64,softmax,l1,4.50000000,10.00000000,0.68883724,0.68875667,0.09459925,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.16926720,169135.00000000,4.00000000,11521.00000000,11516.50000000,0.03700000
246,SGD,64,softmax,l1,4.50000000,10.00000000,10.13660316,9.98358421,0.08110158,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.16078560,71625.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
247,Adagrad,64,softmax,l2,4.50000000,10.00000000,2.45279167,2.44921784,0.08572030,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18379905,120366.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
248,Adadelta,64,softmax,l2,4.50000000,10.00000000,2.50219281,2.50157988,0.10558703,0.54000000,0.49411765,0.42000000,0.60000000,0.50000000,0.54000000,0.49411765,0.42000000,0.60000000,0.50000000,0.20570209,168935.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
249,Adam,64,softmax,l2,4.50000000,10.00000000,0.64446795,0.63829291,0.08737731,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18773263,168964.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
250,Adamax,64,softmax,l2,4.50000000,10.00000000,0.68889661,0.67886071,0.09024506,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17418559,168950.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
251,Ftrl,64,softmax,l2,4.50000000,10.00000000,0.68728645,0.68710259,0.09940321,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18466358,169087.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
252,SGD,64,softmax,l2,4.50000000,10.00000000,2.27204819,2.26047015,0.09171212,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.19833267,71577.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
253,Adagrad,64,tanh,,4.50000000,10.00000000,0.58749626,0.60011635,0.08171065,0.70144444,0.82353774,0.70237161,0.99523810,0.50558201,0.69800000,0.82169052,0.70019571,0.99428572,0.50047619,0.18021073,120066.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
254,Adadelta,64,tanh,,4.50000000,10.00000000,0.70968323,0.70730110,0.09976003,0.51566667,0.56541122,0.70039838,0.52714286,0.50801587,0.52000000,0.57026210,0.64109511,0.53428572,0.51047619,0.18418903,168635.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
255,Adam,64,tanh,,4.50000000,10.00000000,0.45218814,0.51788490,0.08384922,0.79133333,0.85589378,0.82795567,0.88777778,0.72703704,0.75400000,0.83100011,0.80198335,0.86428571,0.68047619,0.17015007,168664.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
256,Adamax,64,tanh,,4.50000000,10.00000000,0.47193933,0.51251945,0.08472455,0.77333333,0.84837386,0.79803158,0.90571428,0.68507937,0.73200000,0.82211067,0.76828099,0.88571429,0.62952381,0.16617911,168650.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
257,Ftrl,64,tanh,,4.50000000,10.00000000,0.68773526,0.68757206,0.08638275,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.20434287,168787.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
258,SGD,64,tanh,,4.50000000,10.00000000,0.54572677,0.54663295,0.08079603,0.71777778,0.82771715,0.72306848,0.96841270,0.55068783,0.71300000,0.82532964,0.71922546,0.96857143,0.54261905,0.18052866,71277.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
259,Adagrad,64,tanh,l1,4.50000000,10.00000000,12.15816622,12.11480083,0.08404119,0.69966667,0.82235395,0.70170454,0.99317460,0.50399471,0.69400000,0.81867807,0.69938350,0.98714286,0.49857143,0.19408259,120405.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
260,Adadelta,64,tanh,l1,4.50000000,10.00000000,13.13593855,13.13453302,0.10430224,0.44866667,0.46656698,0.70393658,0.38079365,0.49391534,0.44100000,0.45810274,0.70156207,0.37428571,0.48547619,0.19310305,168974.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
261,Adam,64,tanh,l1,4.50000000,10.00000000,0.64355176,0.63588569,0.09684770,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.21090450,169003.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
262,Adamax,64,tanh,l1,4.50000000,10.00000000,1.96535604,1.77202805,0.09422688,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.20404027,168989.00000000,4.00000000,11521.00000000,11520.90000000,0.00100000
263,Ftrl,64,tanh,l1,4.50000000,10.00000000,0.68933594,0.68934457,0.10892603,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.20720320,169126.00000000,4.00000000,11521.00000000,11517.20000000,0.03100000
264,SGD,64,tanh,l1,4.50000000,10.00000000,10.07443256,9.92878733,0.08359864,0.70566667,0.82558486,0.70547243,0.99507936,0.51272487,0.70700000,0.82635547,0.70633207,0.99571429,0.51452381,0.17887750,71616.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
265,Adagrad,64,tanh,l2,4.50000000,10.00000000,2.36104379,2.36240463,0.08694844,0.70188889,0.82354613,0.70313797,0.99380952,0.50727513,0.69800000,0.82129262,0.70107598,0.99142857,0.50238095,0.17539666,120357.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
266,Adadelta,64,tanh,l2,4.50000000,10.00000000,2.54161055,2.52936065,0.09977026,0.50455556,0.54544196,0.69508864,0.50015873,0.50748677,0.53300000,0.57032276,0.71314262,0.53142857,0.53404762,0.17824392,168926.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
267,Adam,64,tanh,l2,4.50000000,10.00000000,0.70392717,0.71854060,0.09427366,0.77688889,0.84980920,0.80460757,0.90190476,0.69354497,0.75400000,0.83451631,0.78961047,0.88571429,0.66619048,0.18010235,168955.00000000,4.00000000,11521.00000000,11521.00000000,0.00000000
