model_num,model_class,C,class_weight,dual,fit_intercept,intercept_scaling,l1_ratio,max_iter,multi_class,n_jobs,penalty,random_state,solver,tol,verbose,warm_start,fold,time_train,model_size,time_pred,accuracy_score_train,f1_score_train,precision_score_train,recall_score_train,roc_auc_score_train,accuracy_score_test,f1_score_test,precision_score_test,recall_score_test,roc_auc_score_test
1136.0,LogisticRegression,1.5,balanced,False,True,1,0.25,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.05398092,1682.0,0.00237842,0.74988889,0.80534535,0.88436426,0.73936508,0.75690476,0.713,0.7761195,0.85096197,0.71571428,0.71119048
1137.0,LogisticRegression,1.5,balanced,False,True,1,0.5,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.03691752,1682.0,0.00258231,0.74977778,0.80513121,0.88478324,0.73873016,0.75714286,0.712,0.77525003,0.85071321,0.71428571,0.71047619
1138.0,LogisticRegression,1.5,balanced,False,True,1,0.75,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.03577602,1682.0,0.00244801,0.74911111,0.80435427,0.88538463,0.73698413,0.75719577,0.713,0.77586005,0.85201857,0.71428571,0.71214286
1139.0,LogisticRegression,1.5,balanced,False,True,1,1.0,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.03893392,1682.0,0.00238457,0.74866667,0.80383484,0.88573332,0.73587302,0.75719577,0.713,0.7755591,0.85338604,0.71285714,0.71309524
1140.0,LogisticRegression,1.5,,False,False,1,0,100,deprecated,,elasticnet,20,saga,0.01,0,False,4.5,0.03012137,1665.0,0.00249674,0.78744444,0.85582511,0.8147733,0.90126984,0.71156085,0.755,0.83318163,0.79581069,0.87571428,0.67452381
1141.0,LogisticRegression,1.5,,False,False,1,0.25,100,deprecated,,elasticnet,20,saga,0.01,0,False,4.5,0.05426157,1672.0,0.00221047,0.78688889,0.85552451,0.81409686,0.90142857,0.7105291,0.753,0.83151999,0.79537511,0.87285714,0.67309524
1142.0,LogisticRegression,1.5,,False,False,1,0.5,100,deprecated,,elasticnet,20,saga,0.01,0,False,4.5,0.09188125,1672.0,0.00761833,0.78766667,0.85608418,0.81446471,0.90222222,0.7112963,0.75,0.82964109,0.79357962,0.87142857,0.66904762
1143.0,LogisticRegression,1.5,,False,False,1,0.75,100,deprecated,,elasticnet,20,saga,0.01,0,False,4.5,0.0768595,1672.0,0.00414743,0.78877778,0.85692975,0.81482707,0.90365079,0.71219577,0.749,0.82861885,0.79413156,0.86857143,0.66928571
1144.0,LogisticRegression,1.5,,False,False,1,1.0,100,deprecated,,elasticnet,20,saga,0.01,0,False,4.5,0.05975907,1672.0,0.00303252,0.78911111,0.85710028,0.81526261,0.90349206,0.71285714,0.754,0.83220558,0.79694775,0.87285714,0.6747619
1145.0,LogisticRegression,1.5,,False,False,1,0,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.03958158,1665.0,0.00229392,0.78766667,0.85599916,0.81483014,0.9015873,0.71171958,0.754,0.83261318,0.79476831,0.87571428,0.67285714
1146.0,LogisticRegression,1.5,,False,False,1,0.25,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.04080765,1672.0,0.00242085,0.78733333,0.85582601,0.81438107,0.90174603,0.7110582,0.753,0.83201872,0.79389667,0.87571429,0.67119048
1147.0,LogisticRegression,1.5,,False,False,1,0.5,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.04580066,1672.0,0.00286539,0.78777778,0.85612536,0.81466793,0.90206349,0.7115873,0.751,0.83018994,0.79446955,0.87142857,0.67071429
1148.0,LogisticRegression,1.5,,False,False,1,0.75,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.03971982,1672.0,0.00278621,0.78844444,0.85664706,0.81484153,0.90301587,0.71206349,0.75,0.82939977,0.7944471,0.87,0.67
1149.0,LogisticRegression,1.5,,False,False,1,1.0,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.03451309,1672.0,0.00283992,0.789,0.85699141,0.81533221,0.9031746,0.7128836,0.752,0.83109653,0.79503996,0.87285714,0.67142857
1150.0,LogisticRegression,1.5,balanced,False,False,1,0,100,deprecated,,elasticnet,20,saga,0.01,0,False,4.5,0.04394817,1675.0,0.00248456,0.75155556,0.80725538,0.88310236,0.74349206,0.75693122,0.711,0.77502747,0.84875585,0.71571429,0.70785714
1151.0,LogisticRegression,1.5,balanced,False,False,1,0.25,100,deprecated,,elasticnet,20,saga,0.01,0,False,4.5,0.0434011,1682.0,0.00445948,0.74933333,0.80532952,0.88206882,0.74095238,0.75492064,0.711,0.77477353,0.848589,0.71571428,0.70785714
1152.0,LogisticRegression,1.5,balanced,False,False,1,0.5,100,deprecated,,elasticnet,20,saga,0.01,0,False,4.5,0.04616282,1682.0,0.0043268,0.74933333,0.80543201,0.88163247,0.74142857,0.75460318,0.708,0.77266562,0.84532068,0.71428571,0.70380952
1153.0,LogisticRegression,1.5,balanced,False,False,1,0.75,100,deprecated,,elasticnet,20,saga,0.01,0,False,4.5,0.07610102,1682.0,0.0045965,0.74977778,0.80567216,0.88243754,0.74126984,0.75544974,0.71,0.77459661,0.8458301,0.71714286,0.7052381
1154.0,LogisticRegression,1.5,balanced,False,False,1,1.0,100,deprecated,,elasticnet,20,saga,0.01,0,False,4.5,0.05823593,1682.0,0.00631733,0.74933333,0.8052367,0.88248419,0.74047619,0.7552381,0.705,0.77019166,0.84306509,0.71142857,0.70071429
1155.0,LogisticRegression,1.5,balanced,False,False,1,0,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.0253392,1675.0,0.00274353,0.75122222,0.80681444,0.88361854,0.74238095,0.7571164,0.713,0.77623359,0.85149881,0.71571429,0.71119048
1156.0,LogisticRegression,1.5,balanced,False,False,1,0.25,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.0317857,1682.0,0.00226038,0.75022222,0.80598008,0.88297008,0.74142857,0.75608466,0.712,0.77592072,0.84903557,0.71714286,0.70857143
1157.0,LogisticRegression,1.5,balanced,False,False,1,0.5,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.03058841,1682.0,0.00224264,0.74955556,0.8054679,0.88240565,0.74095238,0.75529101,0.71,0.77434607,0.8471653,0.71571428,0.70619048
1158.0,LogisticRegression,1.5,balanced,False,False,1,0.75,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.04860661,1682.0,0.00246348,0.749,0.80487943,0.88257599,0.73984127,0.75510582,0.711,0.77538043,0.84744558,0.71714286,0.70690476
1159.0,LogisticRegression,1.5,balanced,False,False,1,1.0,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.06314385,1682.0,0.00206242,0.74955555,0.8052719,0.88325114,0.74,0.75592593,0.706,0.77126433,0.84347868,0.71285714,0.70142857
1160.0,LogisticRegression,2,,False,True,1,0,100,deprecated,,elasticnet,20,saga,0.01,0,False,4.5,0.04063687,1658.0,0.00293298,0.787,0.8553526,0.81521086,0.89968254,0.71187831,0.756,0.83416404,0.7946751,0.88,0.67333333
1161.0,LogisticRegression,2,,False,True,1,0.25,100,deprecated,,elasticnet,20,saga,0.01,0,False,4.5,0.05322161,1665.0,0.00294859,0.78666667,0.85507307,0.81522596,0.89904762,0.71174603,0.756,0.83403088,0.79552555,0.87857143,0.67428571
1162.0,LogisticRegression,2,,False,True,1,0.5,100,deprecated,,elasticnet,20,saga,0.01,0,False,4.5,0.05586514,1665.0,0.00262783,0.78644444,0.85489965,0.81516758,0.89873016,0.7115873,0.752,0.83117634,0.79391123,0.87428571,0.67047619
1163.0,LogisticRegression,2,,False,True,1,0.75,100,deprecated,,elasticnet,20,saga,0.01,0,False,4.5,0.04647098,1665.0,0.00227737,0.78655556,0.85496697,0.81529163,0.89873016,0.71177249,0.753,0.83153677,0.7956326,0.87285714,0.67309524
1164.0,LogisticRegression,2,,False,True,1,1.0,100,deprecated,,elasticnet,20,saga,0.01,0,False,4.5,0.04997351,1665.0,0.00339224,0.78711111,0.85542264,0.81534649,0.89968254,0.71206349,0.752,0.83049378,0.79616657,0.87,0.67333333
1165.0,LogisticRegression,2,,False,True,1,0,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.04792395,1658.0,0.00479324,0.78733333,0.85554745,0.81556605,0.89968254,0.71243386,0.756,0.83420064,0.7947159,0.88,0.67333333
1166.0,LogisticRegression,2,,False,True,1,0.25,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.07740662,1665.0,0.00642838,0.78677778,0.85515859,0.81524962,0.89920635,0.7118254,0.753,0.83172673,0.79485158,0.87428571,0.67214286
1167.0,LogisticRegression,2,,False,True,1,0.5,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.08066132,1665.0,0.0049751,0.78688889,0.85515803,0.8156415,0.89873016,0.71232804,0.751,0.83042578,0.79367975,0.87285714,0.6697619
1168.0,LogisticRegression,2,,False,True,1,0.75,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.104971,1665.0,0.01848083,0.78733334,0.85552666,0.81566055,0.89952381,0.71253968,0.751,0.83013132,0.79444936,0.87142857,0.67071429
1169.0,LogisticRegression,2,,False,True,1,1.0,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.07091169,1665.0,0.00272532,0.78711111,0.85542227,0.81534486,0.89968254,0.71206349,0.752,0.83073836,0.79558543,0.87142857,0.67238095
1170.0,LogisticRegression,2,balanced,False,True,1,0,100,deprecated,,elasticnet,20,saga,0.01,0,False,4.5,0.03688684,1668.0,0.00225513,0.75266667,0.80772947,0.88578028,0.74238095,0.75952381,0.717,0.77961353,0.85314863,0.72,0.715
1171.0,LogisticRegression,2,balanced,False,True,1,0.25,100,deprecated,,elasticnet,20,saga,0.01,0,False,4.5,0.03892853,1675.0,0.00226195,0.75122222,0.80652162,0.88491664,0.74095238,0.75806878,0.717,0.77961295,0.85339901,0.72,0.715
1172.0,LogisticRegression,2,balanced,False,True,1,0.5,100,deprecated,,elasticnet,20,saga,0.01,0,False,4.5,0.0504225,1675.0,0.00411906,0.751,0.80621366,0.88531965,0.74015873,0.75822751,0.714,0.77721836,0.85136104,0.71714286,0.71190476
1173.0,LogisticRegression,2,balanced,False,True,1,0.75,100,deprecated,,elasticnet,20,saga,0.01,0,False,4.5,0.06948907,1675.0,0.00220923,0.75088889,0.80608144,0.88543746,0.73984127,0.75825397,0.712,0.77575534,0.84956347,0.71571429,0.70952381
1174.0,LogisticRegression,2,balanced,False,True,1,1.0,100,deprecated,,elasticnet,20,saga,0.01,0,False,4.5,0.0566082,1675.0,0.00218241,0.75033333,0.80553122,0.8854701,0.73888889,0.75796296,0.714,0.77724665,0.8513603,0.71714286,0.71190476
1175.0,LogisticRegression,2,balanced,False,True,1,0,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.02757425,1668.0,0.0021383,0.752,0.80713479,0.88549841,0.7415873,0.7589418,0.717,0.77961353,0.85314863,0.72,0.715
1176.0,LogisticRegression,2,balanced,False,True,1,0.25,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.05271583,1675.0,0.00300887,0.751,0.80634487,0.88472384,0.74079365,0.75780423,0.716,0.77900975,0.85179175,0.72,0.71333334
1177.0,LogisticRegression,2,balanced,False,True,1,0.5,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.04518754,1675.0,0.00217271,0.75055556,0.80579757,0.88522828,0.73952381,0.75791005,0.715,0.7780771,0.85158719,0.71857143,0.71261905
1178.0,LogisticRegression,2,balanced,False,True,1,0.75,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.04109883,1675.0,0.00243402,0.75044444,0.805637,0.88550134,0.73904762,0.75804233,0.712,0.77575534,0.84956347,0.71571429,0.70952381
1179.0,LogisticRegression,2,balanced,False,True,1,1.0,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.05135367,1675.0,0.0021374,0.75055556,0.80570805,0.88566119,0.73904762,0.75822751,0.715,0.77782158,0.85280141,0.71714286,0.71357143
1180.0,LogisticRegression,2,,False,False,1,0,100,deprecated,,elasticnet,20,saga,0.01,0,False,4.5,0.05214846,1658.0,0.00702384,0.78722222,0.85554474,0.81517466,0.90015873,0.71193122,0.754,0.83210046,0.79640144,0.87285714,0.67476191
1181.0,LogisticRegression,2,,False,False,1,0.25,100,deprecated,,elasticnet,20,saga,0.01,0,False,4.5,0.07947979,1665.0,0.00528593,0.78722222,0.85549519,0.81534876,0.89984127,0.71214286,0.754,0.83231654,0.79573101,0.87428571,0.67380952
1182.0,LogisticRegression,2,,False,False,1,0.5,100,deprecated,,elasticnet,20,saga,0.01,0,False,4.5,0.05686512,1665.0,0.00224481,0.78733333,0.85556068,0.81547315,0.89984127,0.71232804,0.752,0.83080629,0.79525201,0.87142857,0.67238095
1183.0,LogisticRegression,2,,False,False,1,0.75,100,deprecated,,elasticnet,20,saga,0.01,0,False,4.5,0.05564566,1665.0,0.00246975,0.78755556,0.85575736,0.8154421,0.90031746,0.71238095,0.753,0.83137975,0.79642422,0.87142857,0.67404762
1184.0,LogisticRegression,2,,False,False,1,1.0,100,deprecated,,elasticnet,20,saga,0.01,0,False,4.5,0.04099605,1665.0,0.00218215,0.78744445,0.85571568,0.81523291,0.90047619,0.71208995,0.748,0.82812604,0.7930661,0.86857143,0.66761905
1185.0,LogisticRegression,2,,False,False,1,0,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.02607388,1658.0,0.0021874,0.78722222,0.85554513,0.81517376,0.90015873,0.71193122,0.753,0.83153202,0.79535906,0.87285714,0.67309524
1186.0,LogisticRegression,2,,False,False,1,0.25,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.03371086,1665.0,0.00208125,0.78722222,0.85553934,0.81516743,0.90015873,0.71193122,0.753,0.8317481,0.79468863,0.87428571,0.67214286
1187.0,LogisticRegression,2,,False,False,1,0.5,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.03345742,1665.0,0.00218964,0.78777778,0.85586097,0.81575796,0.90015873,0.71285714,0.752,0.83100742,0.79446279,0.87285714,0.67142857
1188.0,LogisticRegression,2,,False,False,1,0.75,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.03732154,1665.0,0.00221,0.78744445,0.85568775,0.81532161,0.90031746,0.71219577,0.753,0.83159893,0.79573704,0.87285714,0.67309524
1189.0,LogisticRegression,2,,False,False,1,1.0,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.04522886,1665.0,0.00213017,0.78811111,0.85619043,0.81557584,0.90111111,0.71277778,0.751,0.8305097,0.79379205,0.87285714,0.6697619
1190.0,LogisticRegression,2,balanced,False,False,1,0,100,deprecated,,elasticnet,20,saga,0.01,0,False,4.5,0.06626022,1668.0,0.00466208,0.75222222,0.80780236,0.88353324,0.74412698,0.75761905,0.714,0.7773428,0.85081185,0.71857143,0.71095238
1191.0,LogisticRegression,2,balanced,False,False,1,0.25,100,deprecated,,elasticnet,20,saga,0.01,0,False,4.5,0.07523801,1675.0,0.01255558,0.75111111,0.80686503,0.88286476,0.74301587,0.75650794,0.712,0.77552758,0.85027727,0.71571429,0.70952381
1192.0,LogisticRegression,2,balanced,False,False,1,0.5,100,deprecated,,elasticnet,20,saga,0.01,0,False,4.5,0.08602896,1675.0,0.00827067,0.75033333,0.80622301,0.88241109,0.74222222,0.75574074,0.713,0.7767617,0.84896498,0.71857143,0.70928572
1193.0,LogisticRegression,2,balanced,False,False,1,0.75,100,deprecated,,elasticnet,20,saga,0.01,0,False,4.5,0.04249225,1675.0,0.00217729,0.75033333,0.80608678,0.88298393,0.7415873,0.75616402,0.711,0.77558934,0.84621273,0.71857143,0.70595238
1194.0,LogisticRegression,2,balanced,False,False,1,1.0,100,deprecated,,elasticnet,20,saga,0.01,0,False,4.5,0.05000515,1675.0,0.00221958,0.74955556,0.8055004,0.88224239,0.74111111,0.75518518,0.711,0.77558934,0.84621273,0.71857143,0.70595238
1195.0,LogisticRegression,2,balanced,False,False,1,0,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.04203675,1668.0,0.002075,0.75155556,0.80722347,0.88325266,0.74333333,0.75703704,0.714,0.77746107,0.85076106,0.71857143,0.71095238
1196.0,LogisticRegression,2,balanced,False,False,1,0.25,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.03139489,1675.0,0.00214312,0.75122222,0.80693824,0.88302753,0.74301587,0.75669312,0.711,0.77489266,0.84865389,0.71571429,0.70785714
1197.0,LogisticRegression,2,balanced,False,False,1,0.5,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.03348331,1675.0,0.00210259,0.75033333,0.80628655,0.88212482,0.74253968,0.7555291,0.712,0.77617346,0.84770624,0.71857143,0.70761905
1198.0,LogisticRegression,2,balanced,False,False,1,0.75,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.03102336,1675.0,0.00205238,0.75066667,0.80639269,0.88304462,0.74206349,0.75640212,0.711,0.77558934,0.84621273,0.71857143,0.70595238
1199.0,LogisticRegression,2,balanced,False,False,1,1.0,100,deprecated,,elasticnet,21,saga,0.01,0,False,4.5,0.03030436,1675.0,0.00203733,0.75066667,0.80636496,0.88318875,0.74190476,0.75650794,0.711,0.77558934,0.84621273,0.71857143,0.70595238
100.0,LogisticRegression,1.5,balanced,False,True,1,,100,deprecated,,l1,20,liblinear,0.0001,0,False,4.5,0.06102366,1671.0,0.00217342,0.74988889,0.804978,0.8859662,0.73761905,0.75806878,0.713,0.7762621,0.85124747,0.71571429,0.71119048
101.0,LogisticRegression,1.5,balanced,False,True,1,,100,deprecated,,l1,20,saga,0.0001,0,False,4.5,0.18790121,1666.0,0.00247171,0.75055556,0.8055313,0.88639049,0.73825397,0.75875661,0.715,0.77716974,0.8550252,0.71428572,0.71547619
102.0,LogisticRegression,1.5,balanced,False,True,1,,100,deprecated,,l1,21,liblinear,0.0001,0,False,4.5,0.07581825,1671.0,0.0081712,0.74988889,0.804978,0.8859662,0.73761905,0.75806878,0.713,0.7762621,0.85124747,0.71571429,0.71119048
103.0,LogisticRegression,1.5,balanced,False,True,1,,100,deprecated,,l1,21,saga,0.0001,0,False,4.5,0.23022473,1666.0,0.00227668,0.75055556,0.8055313,0.88639049,0.73825397,0.75875661,0.715,0.77716974,0.8550252,0.71428572,0.71547619
104.0,LogisticRegression,1.5,,False,False,1,,100,deprecated,,l1,20,liblinear,0.0001,0,False,4.5,0.01194623,1632.0,0.00221477,0.78933334,0.8572065,0.8155823,0.90333333,0.71333333,0.752,0.83109653,0.79503996,0.87285714,0.67142857
105.0,LogisticRegression,1.5,,False,False,1,,100,deprecated,,l1,20,saga,0.0001,0,False,4.5,0.1557653,1656.0,0.0021637,0.78933334,0.8572065,0.8155823,0.90333333,0.71333333,0.752,0.83109653,0.79503996,0.87285714,0.67142857
106.0,LogisticRegression,1.5,,False,False,1,,100,deprecated,,l1,21,liblinear,0.0001,0,False,4.5,0.01034994,1632.0,0.00225158,0.78933334,0.8572065,0.8155823,0.90333333,0.71333333,0.752,0.83109653,0.79503996,0.87285714,0.67142857
107.0,LogisticRegression,1.5,,False,False,1,,100,deprecated,,l1,21,saga,0.0001,0,False,4.5,0.11285489,1656.0,0.00234816,0.78933334,0.8572065,0.8155823,0.90333333,0.71333333,0.752,0.83109653,0.79503996,0.87285714,0.67142857
108.0,LogisticRegression,1.5,balanced,False,False,1,,100,deprecated,,l1,20,liblinear,0.0001,0,False,4.5,0.01709576,1642.0,0.00221126,0.74911111,0.80499546,0.88258333,0.74,0.75518519,0.707,0.77211062,0.84369817,0.71428572,0.70214286
109.0,LogisticRegression,1.5,balanced,False,False,1,,100,deprecated,,l1,20,saga,0.0001,0,False,4.5,0.14324288,1666.0,0.00251524,0.74911111,0.80499546,0.88258333,0.74,0.75518519,0.707,0.77211062,0.84369817,0.71428572,0.70214286
110.0,LogisticRegression,1.5,balanced,False,False,1,,100,deprecated,,l1,21,liblinear,0.0001,0,False,4.5,0.03463161,1642.0,0.00412488,0.74911111,0.80499546,0.88258333,0.74,0.75518519,0.707,0.77211062,0.84369817,0.71428572,0.70214286
111.0,LogisticRegression,1.5,balanced,False,False,1,,100,deprecated,,l1,21,saga,0.0001,0,False,4.5,0.14169235,1666.0,0.00424523,0.74911111,0.80499546,0.88258333,0.74,0.75518519,0.707,0.77211062,0.84369817,0.71428572,0.70214286
112.0,LogisticRegression,2,,False,True,1,,100,deprecated,,l1,20,liblinear,0.0001,0,False,4.5,0.04067459,1654.0,0.00417271,0.78755556,0.8556745,0.81580022,0.89968254,0.71280423,0.752,0.83056651,0.79642414,0.87,0.67333333
113.0,LogisticRegression,2,,False,True,1,,100,deprecated,,l1,20,saga,0.0001,0,False,4.5,0.21818306,1649.0,0.00214102,0.78777778,0.85574207,0.81630877,0.89920635,0.71349206,0.753,0.83175179,0.79502287,0.87428571,0.67214286
114.0,LogisticRegression,2,,False,True,1,,100,deprecated,,l1,21,liblinear,0.0001,0,False,4.5,0.02637589,1654.0,0.00227582,0.78755556,0.8556745,0.81580022,0.89968254,0.71280423,0.752,0.83056651,0.79642414,0.87,0.67333333
115.0,LogisticRegression,2,,False,True,1,,100,deprecated,,l1,21,saga,0.0001,0,False,4.5,0.16471877,1649.0,0.00231025,0.78777778,0.85574207,0.81630877,0.89920635,0.71349206,0.753,0.83175179,0.79502287,0.87428571,0.67214286
116.0,LogisticRegression,2,balanced,False,True,1,,100,deprecated,,l1,20,liblinear,0.0001,0,False,4.5,0.07221234,1664.0,0.00260198,0.75122222,0.80628951,0.88593478,0.73984127,0.75880952,0.714,0.77726292,0.85120913,0.71714286,0.71190476
117.0,LogisticRegression,2,balanced,False,True,1,,100,deprecated,,l1,20,saga,0.0001,0,False,4.5,0.1867249,1659.0,0.00234952,0.75077778,0.80593999,0.88556343,0.73952381,0.75828042,0.716,0.77877071,0.8527625,0.71857143,0.71428572
118.0,LogisticRegression,2,balanced,False,True,1,,100,deprecated,,l1,21,liblinear,0.0001,0,False,4.5,0.06015725,1664.0,0.00233288,0.75122222,0.80628951,0.88593478,0.73984127,0.75880952,0.714,0.77726292,0.85120913,0.71714286,0.71190476
119.0,LogisticRegression,2,balanced,False,True,1,,100,deprecated,,l1,21,saga,0.0001,0,False,4.5,0.17329834,1659.0,0.00238287,0.75077778,0.80593999,0.88556343,0.73952381,0.75828042,0.716,0.77877071,0.8527625,0.71857143,0.71428572
120.0,LogisticRegression,2,,False,False,1,,100,deprecated,,l1,20,liblinear,0.0001,0,False,4.5,0.02491522,1625.0,0.00553696,0.78766667,0.85580036,0.81564279,0.90015873,0.71267196,0.75,0.8295034,0.79419719,0.87,0.67
121.0,LogisticRegression,2,,False,False,1,,100,deprecated,,l1,20,saga,0.0001,0,False,4.5,0.15007885,1649.0,0.00266979,0.78766667,0.85580036,0.81564279,0.90015873,0.71267196,0.75,0.8295034,0.79419719,0.87,0.67
122.0,LogisticRegression,2,,False,False,1,,100,deprecated,,l1,21,liblinear,0.0001,0,False,4.5,0.01374416,1625.0,0.00250719,0.78766667,0.85580036,0.81564279,0.90015873,0.71267196,0.75,0.8295034,0.79419719,0.87,0.67
123.0,LogisticRegression,2,,False,False,1,,100,deprecated,,l1,21,saga,0.0001,0,False,4.5,0.21593866,1649.0,0.00433266,0.78766667,0.85580036,0.81564279,0.90015873,0.71267196,0.75,0.8295034,0.79419719,0.87,0.67
124.0,LogisticRegression,2,balanced,False,False,1,,100,deprecated,,l1,20,liblinear,0.0001,0,False,4.5,0.02087324,1635.0,0.00240221,0.74966667,0.80547408,0.8828374,0.74063492,0.75568783,0.711,0.77519236,0.84738479,0.71714286,0.70690476
125.0,LogisticRegression,2,balanced,False,False,1,,100,deprecated,,l1,20,saga,0.0001,0,False,4.5,0.1232934,1659.0,0.00242031,0.74966667,0.80547408,0.8828374,0.74063492,0.75568783,0.711,0.77519236,0.84738479,0.71714286,0.70690476
126.0,LogisticRegression,2,balanced,False,False,1,,100,deprecated,,l1,21,liblinear,0.0001,0,False,4.5,0.01879487,1635.0,0.00250947,0.74966667,0.80547408,0.8828374,0.74063492,0.75568783,0.711,0.77519236,0.84738479,0.71714286,0.70690476
127.0,LogisticRegression,2,balanced,False,False,1,,100,deprecated,,l1,21,saga,0.0001,0,False,4.5,0.17103364,1659.0,0.00256553,0.74966667,0.80547408,0.8828374,0.74063492,0.75568783,0.711,0.77519236,0.84738479,0.71714286,0.70690476
128.0,LogisticRegression,0.5,,False,True,1,,100,deprecated,,l1,20,liblinear,0.01,0,False,4.5,0.01705096,1661.0,0.01053693,0.77966667,0.85251781,0.80213637,0.90968254,0.69298942,0.751,0.83343061,0.7859541,0.88857143,0.65928572
129.0,LogisticRegression,0.5,,False,True,1,,100,deprecated,,l1,20,saga,0.01,0,False,4.5,0.04460931,1656.0,0.0022768,0.78011111,0.85270046,0.80282279,0.90920635,0.69404762,0.752,0.83416851,0.78625153,0.89,0.66
130.0,LogisticRegression,0.5,,False,True,1,,100,deprecated,,l1,21,liblinear,0.01,0,False,4.5,0.00752523,1661.0,0.0039758,0.77922222,0.85227926,0.80158818,0.90984127,0.69214286,0.753,0.83489196,0.78632345,0.89142857,0.66071428
131.0,LogisticRegression,0.5,,False,True,1,,100,deprecated,,l1,21,saga,0.01,0,False,4.5,0.02973678,1656.0,0.00223553,0.77988889,0.85248642,0.80294316,0.90857143,0.69410053,0.751,0.83340457,0.78596467,0.88857143,0.65928572
132.0,LogisticRegression,0.5,balanced,False,True,1,,100,deprecated,,l1,20,liblinear,0.01,0,False,4.5,0.01411839,1671.0,0.00535526,0.73822222,0.79526898,0.87846678,0.72650794,0.74603174,0.707,0.77166432,0.84440396,0.71285714,0.70309524
133.0,LogisticRegression,0.5,balanced,False,True,1,,100,deprecated,,l1,20,saga,0.01,0,False,4.5,0.04122682,1666.0,0.00224416,0.74066667,0.79652481,0.88340204,0.7252381,0.75095238,0.71,0.77154018,0.85656899,0.70428571,0.71380952
134.0,LogisticRegression,0.5,balanced,False,True,1,,100,deprecated,,l1,21,liblinear,0.01,0,False,4.5,0.01413493,1671.0,0.00238338,0.738,0.79502704,0.87857223,0.72603174,0.74597884,0.706,0.77063575,0.84404681,0.71142857,0.70238095
135.0,LogisticRegression,0.5,balanced,False,True,1,,100,deprecated,,l1,21,saga,0.01,0,False,4.5,0.04803214,1666.0,0.00286977,0.73877778,0.79463277,0.88345851,0.72206349,0.74992064,0.709,0.77010425,0.85756766,0.70142857,0.71404762
136.0,LogisticRegression,0.5,,False,False,1,,100,deprecated,,l1,20,liblinear,0.01,0,False,4.5,0.00876484,1632.0,0.00235522,0.77922222,0.85227871,0.80159407,0.90984127,0.69214286,0.75,0.83331878,0.7837304,0.89142857,0.65571428
137.0,LogisticRegression,0.5,,False,False,1,,100,deprecated,,l1,20,saga,0.01,0,False,4.5,0.03216417,1656.0,0.00257382,0.77944444,0.85227692,0.80232283,0.90888889,0.69314815,0.75,0.83285285,0.78489464,0.88857143,0.65761905
138.0,LogisticRegression,0.5,,False,False,1,,100,deprecated,,l1,21,liblinear,0.01,0,False,4.5,0.00631094,1632.0,0.00246303,0.78033334,0.85298471,0.80247188,0.91031746,0.69367725,0.75,0.83285285,0.78489464,0.88857143,0.65761905
139.0,LogisticRegression,0.5,,False,False,1,,100,deprecated,,l1,21,saga,0.01,0,False,4.5,0.04795208,1656.0,0.0043277,0.77866667,0.85185322,0.80145839,0.90904762,0.69174603,0.752,0.83422873,0.78624622,0.89,0.66
140.0,LogisticRegression,0.5,balanced,False,False,1,,100,deprecated,,l1,20,liblinear,0.01,0,False,4.5,0.00757546,1642.0,0.0021323,0.73822222,0.79620402,0.87474425,0.73063492,0.74328042,0.7,0.76685568,0.83694234,0.71,0.69333333
