model_num,optimizer,units,activation,kernel_regularizer,fold,epoch,loss,val_loss,time_train,accuracy_score_train,f1_score_train,precision_score_train,recall_score_train,roc_auc_score_train,accuracy_score_test,f1_score_test,precision_score_test,recall_score_test,roc_auc_score_test,time_pred,model_size,model_layers,model_weights,model_parameters_non_zero,model_sparsity
179,Ftrl,128,tanh,l2,4.50000000,10.00000000,0.68774737,0.68759137,0.09404430,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.19453547,300833.00000000,3.00000000,22913.00000000,22913.00000000,0.00000000
180,SGD,128,tanh,l2,4.50000000,10.00000000,2.31293771,2.30726373,0.07510872,0.71400000,0.82802324,0.71503521,0.98349206,0.53433862,0.70600000,0.82346913,0.71016564,0.98000000,0.52333333,0.16645935,113603.00000000,3.00000000,22913.00000000,22913.00000000,0.00000000
181,Adagrad,64,relu,,4.50000000,10.00000000,0.61793362,0.61550536,0.07190406,0.69800000,0.82092932,0.70162512,0.98936508,0.50375661,0.70000000,0.82226926,0.70251741,0.99142857,0.50571429,0.16568279,82298.00000000,3.00000000,7361.00000000,7360.80000000,0.00300000
182,Adadelta,64,relu,,4.50000000,10.00000000,0.67969735,0.67781253,0.07469206,0.55400000,0.62725929,0.70496241,0.63730159,0.49846561,0.55000000,0.62385162,0.68670376,0.64142857,0.48904762,0.16610053,113859.00000000,3.00000000,7361.00000000,7360.40000000,0.00700000
183,Adam,64,relu,,4.50000000,10.00000000,0.40652747,0.50990197,0.07315753,0.82644444,0.88019933,0.85206219,0.91126984,0.76989418,0.74700000,0.82712494,0.79390242,0.86428572,0.66880952,0.14944391,113888.00000000,3.00000000,7361.00000000,7360.80000000,0.00200000
184,Adamax,64,relu,,4.50000000,10.00000000,0.50479687,0.53654016,0.07326109,0.74388889,0.84067502,0.74558129,0.96428571,0.59695767,0.71900000,0.82475318,0.73309386,0.94428571,0.56880952,0.16231282,113874.00000000,3.00000000,7361.00000000,7360.80000000,0.00200000
185,Ftrl,64,relu,,4.50000000,10.00000000,0.68775026,0.68758916,0.08305292,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18882213,114011.00000000,3.00000000,7361.00000000,6631.70000000,9.90700000
186,SGD,64,relu,,4.50000000,10.00000000,0.57854651,0.58183417,0.06686246,0.70077778,0.82383818,0.70068220,0.99952381,0.50161376,0.70200000,0.82450400,0.70141414,1.00000000,0.50333333,0.15575869,51186.00000000,3.00000000,7361.00000000,7360.60000000,0.00400000
187,Adagrad,64,relu,l1,4.50000000,10.00000000,8.04081893,8.01596932,0.08200660,0.69911111,0.82234412,0.70080695,0.99492064,0.50190476,0.69700000,0.82122132,0.69949703,0.99428572,0.49880952,0.15593820,82524.00000000,3.00000000,7361.00000000,7360.80000000,0.00200000
188,Adadelta,64,relu,l1,4.50000000,10.00000000,8.65162601,8.65417624,0.08453355,0.54966667,0.61327085,0.71650364,0.58015873,0.52933862,0.51500000,0.58856446,0.69505576,0.55285714,0.48976191,0.17416511,114085.00000000,3.00000000,7361.00000000,7360.70000000,0.00300000
189,Adam,64,relu,l1,4.50000000,10.00000000,0.65360488,0.64757056,0.08308396,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.19188797,114114.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
190,Adamax,64,relu,l1,4.50000000,10.00000000,1.21639875,1.13863651,0.07728314,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.23803525,114100.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
191,Ftrl,64,relu,l1,4.50000000,10.00000000,0.68878037,0.68869305,0.09036911,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18060975,114237.00000000,3.00000000,7361.00000000,7339.30000000,0.29400000
192,SGD,64,relu,l1,4.50000000,10.00000000,6.72405500,6.63007636,0.07707689,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18780293,51412.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
193,Adagrad,64,relu,l2,4.50000000,10.00000000,1.76792492,1.76543313,0.07487166,0.69955556,0.82266307,0.70094539,0.99555556,0.50222222,0.69700000,0.82101837,0.69991572,0.99285714,0.49976190,0.17684293,82492.00000000,3.00000000,7361.00000000,7360.40000000,0.00800000
194,Adadelta,64,relu,l2,4.50000000,10.00000000,1.91560228,1.90646628,0.08252871,0.45844444,0.38348813,0.69095343,0.39190476,0.50280423,0.47300000,0.40010837,0.65192942,0.40857143,0.51595238,0.18919318,114053.00000000,3.00000000,7361.00000000,7360.70000000,0.00400000
195,Adam,64,relu,l2,4.50000000,10.00000000,0.59620007,0.62550769,0.07959292,0.77633333,0.84942505,0.80357563,0.90190476,0.69261905,0.74400000,0.82912067,0.77913951,0.88857143,0.64761905,0.16490705,114082.00000000,3.00000000,7361.00000000,7360.70000000,0.00300000
196,Adamax,64,relu,l2,4.50000000,10.00000000,0.88686180,0.88309724,0.07672865,0.72022222,0.83216364,0.71760795,0.99047619,0.54005291,0.70500000,0.82277892,0.71005910,0.97857143,0.52261905,0.17725716,114068.00000000,3.00000000,7361.00000000,7360.70000000,0.00300000
197,Ftrl,64,relu,l2,4.50000000,10.00000000,0.68773031,0.68757024,0.07742281,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.31234939,114205.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
198,SGD,64,relu,l2,4.50000000,10.00000000,1.64957666,1.64719849,0.07593591,0.70000000,0.82341355,0.70022392,0.99920635,0.50052910,0.69800000,0.82212885,0.69938776,0.99714286,0.49857143,0.17160735,51380.00000000,3.00000000,7361.00000000,7360.70000000,0.00400000
199,Adagrad,64,elu,,4.50000000,10.00000000,0.58688911,0.59058534,0.07684793,0.69888889,0.82146726,0.70216218,0.98968254,0.50502646,0.70600000,0.82498026,0.70717532,0.99000000,0.51666667,0.17224762,82296.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
200,Adadelta,64,elu,,4.50000000,10.00000000,0.71130345,0.72110666,0.08088386,0.53211111,0.56672339,0.72641666,0.56190476,0.51224868,0.52200000,0.55460159,0.67359107,0.55000000,0.50333333,0.16399145,113857.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
201,Adam,64,elu,,4.50000000,10.00000000,0.45440251,0.51147944,0.07642622,0.78877778,0.85693145,0.81501292,0.90412698,0.71187831,0.74700000,0.82858939,0.78790573,0.87714286,0.66023810,0.16243222,113886.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
202,Adamax,64,elu,,4.50000000,10.00000000,0.48338213,0.51486168,0.08515770,0.76100000,0.84177488,0.78443966,0.90825397,0.66283069,0.72600000,0.82040066,0.75826862,0.89428572,0.61380952,0.16705379,113872.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
203,Ftrl,64,elu,,4.50000000,10.00000000,0.68768352,0.68752267,0.07966576,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.16145875,114009.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
204,SGD,64,elu,,4.50000000,10.00000000,0.54427190,0.55493530,0.07293909,0.71422222,0.82710009,0.71760216,0.97634921,0.53947090,0.70700000,0.82242233,0.71439336,0.97000000,0.53166667,0.93566325,51184.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
205,Adagrad,64,elu,l1,4.50000000,10.00000000,8.02087584,7.99159656,0.07488644,0.69900000,0.82120522,0.70282076,0.98761905,0.50658730,0.69800000,0.82086944,0.70193994,0.98857143,0.50428572,0.17347672,82522.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
206,Adadelta,64,elu,l1,4.50000000,10.00000000,8.70477953,8.71207237,0.08157237,0.48511111,0.52449225,0.71775070,0.44396826,0.51253968,0.46300000,0.51009055,0.69194811,0.43428571,0.48214286,0.17965181,114083.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
207,Adam,64,elu,l1,4.50000000,10.00000000,0.66312474,0.65224373,0.08738618,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17819278,114112.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
208,Adamax,64,elu,l1,4.50000000,10.00000000,1.73093868,1.59944333,0.08036551,0.70077778,0.82388440,0.70059221,0.99984127,0.50140212,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17535594,114098.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
209,Ftrl,64,elu,l1,4.50000000,10.00000000,0.68876265,0.68870244,0.08113060,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17625368,114235.00000000,3.00000000,7361.00000000,7360.10000000,0.01000000
210,SGD,64,elu,l1,4.50000000,10.00000000,6.70781240,6.61572008,0.07686977,0.70288889,0.82410343,0.70367799,0.99428571,0.50862434,0.70100000,0.82317631,0.70233975,0.99428572,0.50547619,0.16765361,51410.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
211,Adagrad,64,elu,l2,4.50000000,10.00000000,1.73272549,1.73459917,0.22290812,0.70211111,0.82344619,0.70375347,0.99238095,0.50859788,0.70600000,0.82585919,0.70555026,0.99571429,0.51285714,0.16423283,82490.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
212,Adadelta,64,elu,l2,4.50000000,10.00000000,1.89628594,1.89137253,0.08718543,0.54633334,0.62096100,0.68226205,0.62920635,0.49108465,0.55700000,0.63581271,0.71340652,0.64714286,0.49690476,0.16945183,114051.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
213,Adam,64,elu,l2,4.50000000,10.00000000,0.64861507,0.67309363,0.07995343,0.77144444,0.84638725,0.80056565,0.90000000,0.68574074,0.72900000,0.81820238,0.77147380,0.87571429,0.63119048,0.19412186,114080.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
214,Adamax,64,elu,l2,4.50000000,10.00000000,1.01729747,1.02187595,0.08842189,0.75188889,0.83965458,0.76693821,0.92777778,0.63462963,0.73600000,0.82881082,0.75890750,0.91428571,0.61714286,0.17755613,114066.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
215,Ftrl,64,elu,l2,4.50000000,10.00000000,0.68774187,0.68758031,0.09178245,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17612088,114203.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
216,SGD,64,elu,l2,4.50000000,10.00000000,1.62851501,1.62207990,0.07902036,0.70300000,0.82357509,0.70491682,0.99031746,0.51145503,0.70700000,0.82572522,0.70767915,0.99142857,0.51738095,0.17393327,51378.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
217,Adagrad,64,sigmoid,,4.50000000,10.00000000,0.62336215,0.62154389,0.07441893,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.16731246,82304.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
218,Adadelta,64,sigmoid,,4.50000000,10.00000000,0.77700142,0.77589312,0.08166323,0.50000000,0.41176471,0.35000000,0.50000000,0.50000000,0.50000000,0.41176471,0.35000000,0.50000000,0.50000000,0.17133081,113865.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
219,Adam,64,sigmoid,,4.50000000,10.00000000,0.54400364,0.55183073,0.08408093,0.72155556,0.83085478,0.72521726,0.97539683,0.55232804,0.70900000,0.82193946,0.71970049,0.96285714,0.53976190,0.20360000,113894.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
220,Adamax,64,sigmoid,,4.50000000,10.00000000,0.59514830,0.59527216,0.27178929,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.29664466,113880.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
221,Ftrl,64,sigmoid,,4.50000000,10.00000000,0.62029473,0.61942114,0.08611035,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17452180,114017.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
222,SGD,64,sigmoid,,4.50000000,10.00000000,0.61102152,0.61043440,0.07615483,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.16793609,51192.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
223,Adagrad,64,sigmoid,l1,4.50000000,10.00000000,8.04505386,8.01529255,0.07265384,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.15048647,82530.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
224,Adadelta,64,sigmoid,l1,4.50000000,10.00000000,8.70782270,8.70596743,0.08355227,0.49288889,0.39980184,0.35971888,0.46301587,0.51280423,0.48200000,0.39006750,0.35115385,0.45285714,0.50142857,0.18205321,114091.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
225,Adam,64,sigmoid,l1,4.50000000,10.00000000,0.62146525,0.62045215,0.07758389,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17969975,114120.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
226,Adamax,64,sigmoid,l1,4.50000000,10.00000000,0.78356941,0.73641774,0.08187835,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17490232,114106.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
227,Ftrl,64,sigmoid,l1,4.50000000,10.00000000,0.62021729,0.61943334,0.08275208,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17632453,114243.00000000,3.00000000,7361.00000000,7359.90000000,0.01400000
228,SGD,64,sigmoid,l1,4.50000000,10.00000000,6.75367236,6.65689902,0.07276707,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.16861868,51418.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
229,Adagrad,64,sigmoid,l2,4.50000000,10.00000000,1.78089501,1.77766173,0.08552632,0.69911111,0.82197757,0.70151589,0.99285714,0.50328042,0.70000000,0.82288379,0.70127660,0.99571429,0.50285714,0.17864015,82498.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
230,Adadelta,64,sigmoid,l2,4.50000000,10.00000000,1.91129899,1.91038454,0.08609264,0.58000000,0.57647059,0.49000000,0.70000000,0.50000000,0.58000000,0.57647059,0.49000000,0.70000000,0.50000000,0.18092983,114059.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
231,Adam,64,sigmoid,l2,4.50000000,10.00000000,0.63961267,0.63422402,0.08562696,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18320472,114088.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
232,Adamax,64,sigmoid,l2,4.50000000,10.00000000,0.78224571,0.76743043,0.07720103,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17297928,114074.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
233,Ftrl,64,sigmoid,l2,4.50000000,10.00000000,0.62162925,0.62064098,0.08925107,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18407059,114211.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
234,SGD,64,sigmoid,l2,4.50000000,10.00000000,1.67796713,1.67109301,0.07475326,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.15398624,51386.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
235,Adagrad,64,softmax,,4.50000000,10.00000000,0.68586932,0.68568169,0.07706311,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.16780195,82304.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
236,Adadelta,64,softmax,,4.50000000,10.00000000,0.69174388,0.69173753,0.15342903,0.54000000,0.49411765,0.42000000,0.60000000,0.50000000,0.54000000,0.49411765,0.42000000,0.60000000,0.50000000,0.49955571,113865.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
237,Adam,64,softmax,,4.50000000,10.00000000,0.62423524,0.62255430,0.08253145,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17206550,113894.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
238,Adamax,64,softmax,,4.50000000,10.00000000,0.64801474,0.64642973,0.07794363,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.16961813,113880.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
239,Ftrl,64,softmax,,4.50000000,10.00000000,0.68724079,0.68705839,0.08008149,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.16460028,114017.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
240,SGD,64,softmax,,4.50000000,10.00000000,0.63286866,0.63125458,0.07891748,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.19954405,51192.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
241,Adagrad,64,softmax,l1,4.50000000,10.00000000,8.10039039,8.07049575,0.07969880,0.66000000,0.74117647,0.63000000,0.90000000,0.50000000,0.66000000,0.74117647,0.63000000,0.90000000,0.50000000,0.16653748,82530.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
242,Adadelta,64,softmax,l1,4.50000000,10.00000000,8.63157825,8.62948484,0.08732924,0.54000000,0.49411765,0.42000000,0.60000000,0.50000000,0.54000000,0.49411765,0.42000000,0.60000000,0.50000000,0.19258847,114091.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
243,Adam,64,softmax,l1,4.50000000,10.00000000,0.63740346,0.63542129,0.09006832,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18281875,114120.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
244,Adamax,64,softmax,l1,4.50000000,10.00000000,0.65881733,0.65701677,0.07637415,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.16774404,114106.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
245,Ftrl,64,softmax,l1,4.50000000,10.00000000,0.68827772,0.68815963,0.09331839,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.19766133,114243.00000000,3.00000000,7361.00000000,7357.90000000,0.04000000
246,SGD,64,softmax,l1,4.50000000,10.00000000,6.74645839,6.64835701,0.08093419,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.16127751,51418.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
247,Adagrad,64,softmax,l2,4.50000000,10.00000000,1.83416430,1.83178351,0.07717228,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17874982,82498.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
248,Adadelta,64,softmax,l2,4.50000000,10.00000000,1.87856714,1.87816454,0.08758967,0.54000000,0.49411765,0.42000000,0.60000000,0.50000000,0.54000000,0.49411765,0.42000000,0.60000000,0.50000000,0.18678777,114059.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
249,Adam,64,softmax,l2,4.50000000,10.00000000,0.63979742,0.63499190,0.08162942,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.15146434,114088.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
250,Adamax,64,softmax,l2,4.50000000,10.00000000,0.67847610,0.67122910,0.07518978,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17201648,114074.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
251,Ftrl,64,softmax,l2,4.50000000,10.00000000,0.68728813,0.68709676,0.08570151,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.16316199,114211.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
252,SGD,64,softmax,l2,4.50000000,10.00000000,1.70108906,1.69287468,0.07762151,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.16495621,51386.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
253,Adagrad,64,tanh,,4.50000000,10.00000000,0.58991146,0.59809597,0.07746081,0.70144445,0.82304797,0.70335214,0.99190476,0.50780423,0.69900000,0.82102045,0.70291092,0.98714286,0.50690476,0.16809938,82298.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
254,Adadelta,64,tanh,,4.50000000,10.00000000,0.71057216,0.69922047,0.07369184,0.55400000,0.60667305,0.69047159,0.62238095,0.50841270,0.56300000,0.61238708,0.74282475,0.62857143,0.51928572,0.16284997,113859.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
255,Adam,64,tanh,,4.50000000,10.00000000,0.45639857,0.51158947,0.07668781,0.79133333,0.85827722,0.81834281,0.90253968,0.71719577,0.75400000,0.83359539,0.79084167,0.88285714,0.66809524,0.15684395,113888.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
256,Adamax,64,tanh,,4.50000000,10.00000000,0.48518820,0.51610963,0.08239942,0.76022222,0.84130963,0.78380203,0.90809524,0.66164021,0.73400000,0.82541059,0.76404580,0.89857143,0.62428571,0.17318690,113874.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
257,Ftrl,64,tanh,,4.50000000,10.00000000,0.68772084,0.68755513,0.08681834,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.16865366,114011.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
258,SGD,64,tanh,,4.50000000,10.00000000,0.54954118,0.55103457,0.07316549,0.70888889,0.82471701,0.71294789,0.97825397,0.52931217,0.72000000,0.83136859,0.71885361,0.98571429,0.54285714,0.16827447,51186.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
259,Adagrad,64,tanh,l1,4.50000000,10.00000000,8.02225151,7.99384670,0.07861335,0.69888889,0.82064164,0.70374164,0.98428572,0.50862434,0.69300000,0.81696272,0.70060328,0.98000000,0.50166667,0.28972452,82524.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
260,Adadelta,64,tanh,l1,4.50000000,10.00000000,8.68777704,8.68233471,0.07998624,0.50322222,0.54822504,0.71261443,0.48365080,0.51626984,0.50400000,0.54098235,0.71038422,0.47285714,0.52476190,0.15990994,114085.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
261,Adam,64,tanh,l1,4.50000000,10.00000000,0.65334049,0.64340019,0.08672361,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.19575958,114114.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
262,Adamax,64,tanh,l1,4.50000000,10.00000000,1.72924001,1.59790206,0.08494494,0.70022222,0.82363720,0.70015590,1.00000000,0.50037037,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.15821066,114100.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
263,Ftrl,64,tanh,l1,4.50000000,10.00000000,0.68876915,0.68870986,0.08802435,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17570276,114237.00000000,3.00000000,7361.00000000,7360.60000000,0.00500000
264,SGD,64,tanh,l1,4.50000000,10.00000000,6.69876471,6.61104808,0.07566936,0.70655556,0.82629382,0.70552306,0.99698413,0.51293651,0.70200000,0.82389007,0.70268720,0.99571429,0.50619048,0.15878370,51412.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
265,Adagrad,64,tanh,l2,4.50000000,10.00000000,1.73707112,1.73716871,0.07865384,0.70077778,0.82251204,0.70328185,0.99047619,0.50764550,0.69500000,0.81915064,0.70013701,0.98714286,0.50023809,0.14728806,82492.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
266,Adadelta,64,tanh,l2,4.50000000,10.00000000,1.92064772,1.91002305,0.08793516,0.48744444,0.49828908,0.64728759,0.49111111,0.48500000,0.50500000,0.51383125,0.66673069,0.50142857,0.50738095,0.17887690,114053.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
267,Adam,64,tanh,l2,4.50000000,10.00000000,0.65108734,0.66402628,0.07308517,0.77422222,0.84952812,0.79662509,0.91047619,0.68338624,0.74700000,0.83194464,0.77823159,0.89428571,0.64880952,0.16945877,114082.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
268,Adamax,64,tanh,l2,4.50000000,10.00000000,1.01280460,1.01395370,0.08408463,0.74855556,0.83805652,0.76307877,0.92952381,0.62791005,0.73000000,0.82646184,0.75178691,0.91857143,0.60428571,0.30685699,114068.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
269,Ftrl,64,tanh,l2,4.50000000,10.00000000,0.68774390,0.68758350,0.08299928,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.16666508,114205.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
270,SGD,64,tanh,l2,4.50000000,10.00000000,1.61782962,1.62508719,0.08002102,0.71055555,0.82583317,0.71365359,0.98015873,0.53082011,0.70500000,0.82180230,0.71228521,0.97142857,0.52738095,0.18080816,51380.00000000,3.00000000,7361.00000000,7361.00000000,0.00000000
271,Adagrad,32,relu,,4.50000000,10.00000000,0.63093185,0.62618271,0.07279632,0.67733333,0.79747979,0.70689367,0.92365079,0.51312169,0.66800000,0.79033814,0.70165474,0.91571429,0.50285714,0.17117293,44655.00000000,3.00000000,2657.00000000,2657.00000000,0.00000000
272,Adadelta,32,relu,,4.50000000,10.00000000,0.73211909,0.73071762,0.08544443,0.41177778,0.36948630,0.65962615,0.31317460,0.47751323,0.40900000,0.36813718,0.62764298,0.30428571,0.47880952,0.16986964,57400.00000000,3.00000000,2657.00000000,2656.70000000,0.01200000
273,Adam,32,relu,,4.50000000,10.00000000,0.45399210,0.51911345,0.07629857,0.79233333,0.85959212,0.81656460,0.90841270,0.71494709,0.72400000,0.81345709,0.77278221,0.86142857,0.63238095,0.15691805,57429.00000000,3.00000000,2657.00000000,2656.80000000,0.00800000
