model_num,optimizer,units,activation,kernel_regularizer,fold,epoch,loss,val_loss,time_train,accuracy_score_train,f1_score_train,precision_score_train,recall_score_train,roc_auc_score_train,accuracy_score_test,f1_score_test,precision_score_test,recall_score_test,roc_auc_score_test,time_pred,model_size,model_layers,model_weights,model_parameters_non_zero,model_sparsity
17,Ftrl,256,relu,l2,4.50000000,10.00000000,0.68776852,0.68761346,0.13415806,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.20311766,968993.00000000,3.00000000,78593.00000000,78592.80000000,0.00000000
18,SGD,256,relu,l2,4.50000000,10.00000000,3.59485157,3.57810619,0.10421567,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18817630,336323.00000000,3.00000000,78593.00000000,78591.80000000,0.00000000
19,Adagrad,256,elu,,4.50000000,10.00000000,0.56774857,0.56666204,0.10600216,0.70155555,0.82412385,0.70140973,0.99888889,0.50333333,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18773093,652156.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
20,Adadelta,256,elu,,4.50000000,10.00000000,0.65295632,0.65475966,0.24393051,0.63022222,0.75174553,0.69650481,0.82873016,0.49788360,0.61600000,0.73944986,0.68628523,0.81714286,0.48190476,0.39563148,968645.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
21,Adam,256,elu,,4.50000000,10.00000000,0.46688152,0.51816036,0.12471647,0.78477778,0.85186417,0.82262318,0.88555556,0.71759259,0.74400000,0.82344122,0.79736117,0.85714286,0.66857143,0.18164907,968674.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
22,Adamax,256,elu,,4.50000000,10.00000000,0.45709202,0.50665234,0.11568558,0.78233333,0.85092447,0.81712342,0.88936508,0.71097884,0.74600000,0.82605301,0.79476657,0.86285714,0.66809524,0.18788569,968660.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
23,Ftrl,256,elu,,4.50000000,10.00000000,0.68780345,0.68764728,0.15685592,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.29710164,968797.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
24,SGD,256,elu,,4.50000000,10.00000000,0.52677407,0.54226263,0.11411939,0.72022222,0.83051293,0.72113327,0.97920635,0.54756614,0.70900000,0.82420676,0.71439924,0.97428572,0.53214286,0.59881239,336127.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
25,Adagrad,256,elu,l1,4.50000000,10.00000000,38.61480713,38.30639915,0.13517101,0.69988889,0.82338319,0.70010021,0.99936508,0.50023810,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.24989247,652382.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
26,Adadelta,256,elu,l1,4.50000000,10.00000000,44.43493958,44.41046524,0.16431892,0.57177778,0.63148012,0.73148647,0.63809524,0.52756614,0.57300000,0.63631035,0.72672196,0.63285714,0.53309524,0.21218443,968871.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
27,Adam,256,elu,l1,4.50000000,10.00000000,0.70173474,0.70078375,0.13107865,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.19452841,968900.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
28,Adamax,256,elu,l1,4.50000000,10.00000000,0.74037465,0.72781568,0.13489523,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.20814042,968886.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
29,Ftrl,256,elu,l1,4.50000000,10.00000000,0.69866273,0.69989228,0.15136800,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18748591,969023.00000000,3.00000000,78593.00000000,78579.40000000,0.01700000
30,SGD,256,elu,l1,4.50000000,10.00000000,25.91403255,25.02094193,0.12335429,0.70277778,0.82460193,0.70249306,0.99809524,0.50589947,0.70200000,0.82429516,0.70181818,0.99857143,0.50428572,0.21842854,336353.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
31,Adagrad,256,elu,l2,4.50000000,10.00000000,3.83167562,3.82835550,0.10493560,0.70188889,0.82428451,0.70164475,0.99888889,0.50388889,0.70000000,0.82332057,0.70040404,0.99857143,0.50095238,0.18221705,652350.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
32,Adadelta,256,elu,l2,4.50000000,10.00000000,4.02520049,4.01912034,0.10724332,0.61011111,0.71714759,0.69417417,0.77460318,0.50044973,0.61100000,0.71002760,0.68300530,0.77714286,0.50023810,0.15685418,968839.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
33,Adam,256,elu,l2,4.50000000,10.00000000,0.55859861,0.58821306,0.12184582,0.77077778,0.84814227,0.79254007,0.91492063,0.67468254,0.73700000,0.82540620,0.77299871,0.89000000,0.63500000,0.19386010,968868.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
34,Adamax,256,elu,l2,4.50000000,10.00000000,0.99660679,0.99433338,0.12842286,0.77433333,0.85004082,0.79526591,0.91380952,0.68134921,0.74000000,0.82715657,0.77396990,0.89000000,0.64000000,0.18987572,968854.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
35,Ftrl,256,elu,l2,4.50000000,10.00000000,0.68780765,0.68764338,0.18758748,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.28838949,968991.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
36,SGD,256,elu,l2,4.50000000,10.00000000,3.55342767,3.54629989,0.14451797,0.72133333,0.83126492,0.72177244,0.98031746,0.54867725,0.71200000,0.82544896,0.71722196,0.97285714,0.53809524,0.26308959,336321.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
37,Adagrad,256,sigmoid,,4.50000000,10.00000000,0.61132532,0.61053880,0.10872397,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17420654,652164.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
38,Adadelta,256,sigmoid,,4.50000000,10.00000000,0.71055697,0.70799133,0.17090540,0.50000000,0.41317455,0.38659775,0.50063492,0.49957672,0.50000000,0.41225200,0.35070707,0.50000000,0.50000000,0.24098237,968653.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
39,Adam,256,sigmoid,,4.50000000,10.00000000,0.49432470,0.52826685,0.13647208,0.76066667,0.83352995,0.81316140,0.85984127,0.69455027,0.72100000,0.80515394,0.78814862,0.83142857,0.64738095,0.22916369,968682.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
40,Adamax,256,sigmoid,,4.50000000,10.00000000,0.55622492,0.56323145,0.15716965,0.70577778,0.82603024,0.70476034,0.99777778,0.51111111,0.69600000,0.82029264,0.69957515,0.99142857,0.49904762,0.21778910,968668.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
41,Ftrl,256,sigmoid,,4.50000000,10.00000000,0.61109255,0.61090326,0.17540569,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.59003308,968805.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
42,SGD,256,sigmoid,,4.50000000,10.00000000,0.61171430,0.61322629,0.11932650,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.19944804,336135.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
43,Adagrad,256,sigmoid,l1,4.50000000,10.00000000,38.59632492,38.28559380,0.11356645,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.16367524,652390.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
44,Adadelta,256,sigmoid,l1,4.50000000,10.00000000,44.57853355,44.55528450,0.11403425,0.42000000,0.24705882,0.21000000,0.30000000,0.50000000,0.42000000,0.24705882,0.21000000,0.30000000,0.50000000,0.16111221,968879.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
45,Adam,256,sigmoid,l1,4.50000000,10.00000000,0.71491778,0.71090455,0.12890406,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.19873352,968908.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
46,Adamax,256,sigmoid,l1,4.50000000,10.00000000,0.69601172,0.69557488,0.12195280,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18088770,968894.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
47,Ftrl,256,sigmoid,l1,4.50000000,10.00000000,0.62201950,0.62211766,0.27179842,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.61394572,969031.00000000,3.00000000,78593.00000000,78588.70000000,0.00700000
48,SGD,256,sigmoid,l1,4.50000000,10.00000000,25.99084072,25.09270287,0.09854996,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17533281,336361.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
49,Adagrad,256,sigmoid,l2,4.50000000,10.00000000,3.87361369,3.86701696,0.10754540,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17490292,652358.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
50,Adadelta,256,sigmoid,l2,4.50000000,10.00000000,4.05768282,4.05475457,0.12276268,0.54000000,0.49411765,0.42000000,0.60000000,0.50000000,0.54000000,0.49411765,0.42000000,0.60000000,0.50000000,0.18303142,968847.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
51,Adam,256,sigmoid,l2,4.50000000,10.00000000,0.62680010,0.62380782,0.13030708,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18694372,968876.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
52,Adamax,256,sigmoid,l2,4.50000000,10.00000000,0.78138389,0.76005673,0.09965532,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.16355553,968862.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
53,Ftrl,256,sigmoid,l2,4.50000000,10.00000000,0.61110747,0.61088170,0.13734553,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.20115738,968999.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
54,SGD,256,sigmoid,l2,4.50000000,10.00000000,3.63397470,3.61568556,0.08943708,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.16755219,336329.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
55,Adagrad,256,softmax,,4.50000000,10.00000000,0.68773221,0.68755852,0.10534608,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18006196,652164.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
56,Adadelta,256,softmax,,4.50000000,10.00000000,0.69306260,0.69305570,0.11097090,0.46000000,0.32941176,0.28000000,0.40000000,0.50000000,0.46000000,0.32941176,0.28000000,0.40000000,0.50000000,0.17718611,968653.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
57,Adam,256,softmax,,4.50000000,10.00000000,0.62830775,0.62654195,0.10930161,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.16828644,968682.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
58,Adamax,256,softmax,,4.50000000,10.00000000,0.65057673,0.64902635,0.12312701,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18355167,968668.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
59,Ftrl,256,softmax,,4.50000000,10.00000000,0.68767921,0.68751359,0.12721496,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.19174564,968805.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
60,SGD,256,softmax,,4.50000000,10.00000000,0.63321391,0.63168530,0.09435298,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.19180472,336135.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
61,Adagrad,256,softmax,l1,4.50000000,10.00000000,38.70598030,38.39494019,0.10901151,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.19261727,652390.00000000,3.00000000,78593.00000000,78592.90000000,0.00000000
62,Adadelta,256,softmax,l1,4.50000000,10.00000000,44.43710098,44.41451263,0.12811248,0.58000000,0.57647059,0.49000000,0.70000000,0.50000000,0.58000000,0.57647059,0.49000000,0.70000000,0.50000000,0.19801819,968879.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
63,Adam,256,softmax,l1,4.50000000,10.00000000,0.72762296,0.72577669,0.12557228,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.21005170,968908.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
64,Adamax,256,softmax,l1,4.50000000,10.00000000,0.74843927,0.74690045,0.11739595,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17870827,968894.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
65,Ftrl,256,softmax,l1,4.50000000,10.00000000,0.69854448,0.69938081,0.12745273,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18775184,969031.00000000,3.00000000,78593.00000000,78550.90000000,0.05500000
66,SGD,256,softmax,l1,4.50000000,10.00000000,25.98768005,25.08478794,0.10622780,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18592770,336361.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
67,Adagrad,256,softmax,l2,4.50000000,10.00000000,3.93346860,3.92699213,0.12204309,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.19490592,652358.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
68,Adadelta,256,softmax,l2,4.50000000,10.00000000,4.03914843,4.03748884,0.11477456,0.62000000,0.65882353,0.56000000,0.80000000,0.50000000,0.62000000,0.65882353,0.56000000,0.80000000,0.50000000,0.16992884,968847.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
69,Adam,256,softmax,l2,4.50000000,10.00000000,0.63037088,0.62858559,0.11201582,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17779665,968876.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
70,Adamax,256,softmax,l2,4.50000000,10.00000000,0.65352843,0.65096844,0.11538301,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.19152775,968862.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
71,Ftrl,256,softmax,l2,4.50000000,10.00000000,0.68766191,0.68749235,0.11998682,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.16983221,968999.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
72,SGD,256,softmax,l2,4.50000000,10.00000000,3.64897344,3.62873921,0.10214324,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.19433239,336329.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
73,Adagrad,256,tanh,,4.50000000,10.00000000,0.56634905,0.57297744,0.22522891,0.70200000,0.82390174,0.70259295,0.99587302,0.50608466,0.70100000,0.82316802,0.70233356,0.99428571,0.50547619,0.58376145,652158.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
74,Adadelta,256,tanh,,4.50000000,10.00000000,0.66178522,0.65720646,0.11193271,0.61944444,0.73204849,0.71442842,0.76253968,0.52404762,0.64100000,0.74712764,0.72123050,0.78714286,0.54357143,0.16506817,968647.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
75,Adam,256,tanh,,4.50000000,10.00000000,0.46976660,0.50970812,0.11172171,0.78322222,0.85272649,0.81370895,0.89746032,0.70706349,0.75300000,0.83368306,0.79113189,0.88285714,0.66642857,0.17721131,968676.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
76,Adamax,256,tanh,,4.50000000,10.00000000,0.46189311,0.51196404,0.11372800,0.78633333,0.85520958,0.81357663,0.90206349,0.70917989,0.75900000,0.83699736,0.79629437,0.88571428,0.67452381,0.17419405,968662.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
77,Ftrl,256,tanh,,4.50000000,10.00000000,0.68776194,0.68759861,0.13690083,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18084855,968799.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
78,SGD,256,tanh,,4.50000000,10.00000000,0.52125335,0.53540960,0.09760609,0.72888889,0.83228036,0.73446763,0.96095238,0.57417989,0.71900000,0.82635206,0.72822896,0.95571429,0.56119048,0.17813983,336129.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
79,Adagrad,256,tanh,l1,4.50000000,10.00000000,38.54502792,38.23834877,0.10923069,0.70077778,0.82369853,0.70094885,0.99857143,0.50224868,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.19972186,652384.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
80,Adadelta,256,tanh,l1,4.50000000,10.00000000,44.46640892,44.44503975,0.11802568,0.58777778,0.68813356,0.69916831,0.70809524,0.50756614,0.57600000,0.67938989,0.68533698,0.70285714,0.49142857,0.19910796,968873.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
81,Adam,256,tanh,l1,4.50000000,10.00000000,0.70254964,0.70131166,0.11977432,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.19231310,968902.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
82,Adamax,256,tanh,l1,4.50000000,10.00000000,0.75411296,0.73815612,0.12732680,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.17322097,968888.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
83,Ftrl,256,tanh,l1,4.50000000,10.00000000,0.69864711,0.69993759,0.12577424,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.18351791,969025.00000000,3.00000000,78593.00000000,78581.90000000,0.01600000
84,SGD,256,tanh,l1,4.50000000,10.00000000,25.88526306,24.99424019,0.16719482,0.70288889,0.82479430,0.70230104,0.99904762,0.50544974,0.70100000,0.82380787,0.70111111,0.99857143,0.50261905,0.35985940,336355.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
85,Adagrad,256,tanh,l2,4.50000000,10.00000000,3.82529302,3.82502623,0.13609118,0.70033333,0.82345992,0.70068055,0.99841270,0.50161376,0.70100000,0.82380787,0.70111111,0.99857143,0.50261905,0.21812840,652352.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
86,Adadelta,256,tanh,l2,4.50000000,10.00000000,4.03410208,4.02472796,0.11331325,0.56444444,0.66125458,0.69614885,0.66285714,0.49883598,0.59400000,0.68829474,0.71939160,0.68857143,0.53095238,0.18068023,968841.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
87,Adam,256,tanh,l2,4.50000000,10.00000000,0.56457126,0.58872415,0.10400991,0.77522222,0.85135826,0.79328418,0.91952381,0.67902116,0.73800000,0.82724669,0.76948527,0.89714286,0.63190476,0.17467370,968870.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
88,Adamax,256,tanh,l2,4.50000000,10.00000000,1.00735708,1.00156828,0.12081439,0.77188889,0.84908220,0.79113108,0.91698413,0.67515873,0.74300000,0.83094759,0.77174018,0.90142857,0.63738095,0.17945962,968856.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
89,Ftrl,256,tanh,l2,4.50000000,10.00000000,0.68776176,0.68760523,0.14368505,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.70000000,0.82352941,0.70000000,1.00000000,0.50000000,0.19807799,968993.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
90,SGD,256,tanh,l2,4.50000000,10.00000000,3.54874632,3.54377875,0.10160244,0.72544444,0.83091544,0.73061165,0.96365079,0.56664021,0.70800000,0.82032299,0.72038709,0.95285714,0.54476191,0.17272866,336323.00000000,3.00000000,78593.00000000,78593.00000000,0.00000000
91,Adagrad,128,relu,,4.50000000,10.00000000,0.60457129,0.60452131,0.07426808,0.69977778,0.82332913,0.70002220,0.99936508,0.50005291,0.70100000,0.82401671,0.70070707,1.00000000,0.50166667,0.17341509,206718.00000000,3.00000000,22913.00000000,22912.40000000,0.00200000
92,Adadelta,128,relu,,4.50000000,10.00000000,0.68566121,0.68525052,0.07532845,0.54355556,0.61281034,0.69748792,0.60841270,0.50031746,0.56600000,0.62951093,0.72793198,0.62714286,0.52523809,0.15100021,300487.00000000,3.00000000,22913.00000000,22912.80000000,0.00000000
93,Adam,128,relu,,4.50000000,10.00000000,0.34642241,0.52955439,0.34610994,0.86988889,0.91174243,0.87031083,0.95888889,0.81055556,0.75900000,0.83808762,0.79298808,0.89000000,0.67166666,0.16097109,300516.00000000,3.00000000,22913.00000000,22912.50000000,0.00100000
94,Adamax,128,relu,,4.50000000,10.00000000,0.45632401,0.51058814,0.08568282,0.78800000,0.85852528,0.80571033,0.91920635,0.70052910,0.74000000,0.82679242,0.77558015,0.88714286,0.64190476,0.18698986,300502.00000000,3.00000000,22913.00000000,22912.20000000,0.00300000
